SPECIMEN_ID	SERIES	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	PRESERVATIVE_SOLUTION	ORGANISM_PART	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	HAZARD_GROUP	REGULATORY_COMPLIANCE	SCIENTIFIC_NAME	LIFESTAGE	SEX	HABITAT	TIME_OF_COLLECTION	DURATION_OF_COLLECTION	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	PRESERVATION_APPROACH	DATE_OF_PRESERVATION	ELEVATION	WHAT_3_WORDS	IDENTIFIED_HOW	OTHER_ORGANISMS	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	OTHER_INFORMATION	MISC_METADATA	DNA_EXTRACTION_DESCRIPTION	DNA_EXTRACT_VOLUME_PROVIDED	DNA_EXTRACT_CONCENTRATION	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
KAJO_027_F7	2550	KAJO-027	F7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.213D						ANOSPP13105863	45825	60.0	7179.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_G7	2551	KAJO-027	G7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.203A						ANOSPP13105864	45825	60.0	14093.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_H7	2552	KAJO-027	H7	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.211						ANOSPP13105865	45825	60.0	23557.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_A8	2553	KAJO-027	A8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.209B						ANOSPP13105866	45825	59.0	6357.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_B8	2554	KAJO-027	B8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.213B						ANOSPP13105867	45825	57.0	4084.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_C8	2555	KAJO-027	C8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.203B						ANOSPP13105868	45825	57.0	7296.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_D8	2556	KAJO-027	D8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.216						ANOSPP13105869	45825	61.0	26883.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_E8	2557	KAJO-027	E8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	INDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.283*						ANOSPP13105870	45825	59.0	8433.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_F8	2558	KAJO-027	F8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	INDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.283*B						ANOSPP13105871	45825	55.0	3059.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_G8	2559	KAJO-027	G8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	INDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.283*A						ANOSPP13105872	45825	58.0	10278.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_H8	2560	KAJO-027	H8	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	INDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.274						ANOSPP13105873	45825	61.0	21120.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_A9	2561	KAJO-027	A9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	OUTDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.281A						ANOSPP13105874	45825	59.0	9707.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_B9	2562	KAJO-027	B9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	OUTDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.252B						ANOSPP13105875	45825	54.0	4164.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_arabiensis	Anopheles_arabiensis	VAE	no			
KAJO_027_C9	2563	KAJO-027	C9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.213A						ANOSPP13105876	45825	55.0	3957.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_D9	2564	KAJO-027	D9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.203C						ANOSPP13105877	45825	55.0	3666.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_E9	2565	KAJO-027	E9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.202H						ANOSPP13105878	45825	59.0	6985.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_F9	2566	KAJO-027	F9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.206						ANOSPP13105879	45825	57.0	14128.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_G9	2567	KAJO-027	G9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-05-10	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOOR	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_aspirator	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-05-10			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.18.292						ANOSPP13105880	45825	56.0	6190.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_H9	2568	KAJO-027	H9	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	OUTDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.255						ANOSPP13105881	45825	60.0	59219.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_A10	2569	KAJO-027	A10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	OUTDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	OUTDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.248						ANOSPP13105882	45825	54.0	13600.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_arabiensis	Anopheles_arabiensis	VAE	no			
KAJO_027_B10	2570	KAJO-027	B10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	6:00	PT12H	HUMAN_LANDING_CATCH	INDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.241C						ANOSPP13105883	45825	60.0	24635.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_C10	2571	KAJO-027	C10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		N	NOT_COLLECTED	U.KY.18.211B						ANOSPP13105884	45825	59.0	18680.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_D10	2572	KAJO-027	D10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT12H	HUMAN_LANDING_CATCH	INDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.263A						ANOSPP13105885	45825	61.0	30854.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_E10	2573	KAJO-027	E10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.213H						ANOSPP13105886	45825	56.0	5531.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_F10	2574	KAJO-027	F10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.203D						ANOSPP13105887	45825	60.0	10393.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_G10	2575	KAJO-027	G10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-05-10	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_aspirator	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-05-10			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.288						ANOSPP13105888	45825	60.0	19793.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_H10	2576	KAJO-027	H10	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-05-10	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	HAND_CAUGHT	INDOORS	INDOOR_aspirator	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-05-10			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.288A						ANOSPP13105889	45825	55.0	50534.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_A11	2577	KAJO-027	A11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.221A						ANOSPP13105890	45825	49.0	10965.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KAJO_027_B11	2578	KAJO-027	B11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.222*						ANOSPP13105891	45825	54.0	14548.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_C11	2579	KAJO-027	C11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.222*A						ANOSPP13105892	45825	58.0	53780.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_D11	2580	KAJO-027	D11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.222*B						ANOSPP13105893	45825	58.0	39614.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_E11	2581	KAJO-027	E11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.222*C						ANOSPP13105894	45825	61.0	42193.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_F11	2582	KAJO-027	F11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.222*D						ANOSPP13105895	45825	59.0	24803.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_G11	2583	KAJO-027	G11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.222*E						ANOSPP13105896	45825	55.0	66398.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_H11	2584	KAJO-027	H11	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.222*F						ANOSPP13105897	45825	52.0	33165.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KAJO_027_A12	2585	KAJO-027	A12	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-22	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	FEMALE	INDOOR	9:00	PT12H	HUMAN_LANDING_CATCH	INDOORS	HUMAN_BAITED_TRAP	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-22			Molecular_Species_Identification		Y	NOT_COLLECTED	U.KY.18.240						ANOSPP13105898	45825	30.0	786.0	0.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KAJO_027_B12	2586	KAJO-027	B12	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-04-18	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOOR	9:00	PT3H	PYRETHROID_SPRAY_CATCH	INDOORS	COLLECTION_SHEET	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-04-18			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.18.212						ANOSPP13105899	45825	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
KAJO_027_C12	2587	KAJO-027	C12	100%_ETHANOL	WHOLE_ORGANISM_DAMAGED	2018-05-10	UGANDA|KIBBUYE	0.7358884	32.8058507	HG1	Y	Anopheles gambiae s.s	ADULT	MALE	INDOOR	9:00	PT3H	HAND_CAUGHT	INDOORS	OUTDOOR_ASPIRATOR	mosquito was placed in 1.5ml of 80% Ethanol and held until March 2022 when they were moved to plates containing 100ul of 100% ethanol”	2018-05-10			Molecular_Species_Identification		NOT_APPLICABLE	NOT_COLLECTED	U.KY.18.294						ANOSPP13105900	45825	45.0	21213.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
