SPECIMEN_ID	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	PRESERVATIVE_SOLUTION	ORGANISM_PART	DATE_OF_COLLECTION	COLLECTION_COUNTRY	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	SAMPLING_LOCATION_SIZE	PREDICTED_SCIENTIFIC_NAME	SPECIMEN_IDENTITY_RISK	IDENTIFIED_HOW	LIFESTAGE	SEX	TIME_OF_COLLECTION	DURATION_OF_COLLECTION	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	PRESERVATION_APPROACH	BLOOD_MEAL	GRAVIDITY	HABITAT	DATE_OF_PRESERVATION	ELEVATION	WHAT_3_WORDS	OTHER_ORGANISMS	BIOASSAYS	COLLECTOR_SAMPLE_ID	OTHER_INFORMATION	COLLECTION_EXPERIMENT	COLLECTION_EXPERIMENT_DAY	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
OMOL_004_G5	GDNA00000497A	G5	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1278	PLATE 04, G-5, partial specimen	PRE-MDA	2.0	NG-4-39	34891	53.0	2838.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_004_H5	GDNA00000497A	H5	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1294	PLATE 04, H-5, partial specimen	PRE-MDA	2.0	NG-4-40	34891	33.0	743.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_A6	GDNA00000497A	A6	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1023	PLATE 04, A-6, partial specimen	PRE-MDA	1.0	NG-4-41	34891	59.0	6562.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_B6	GDNA00000497A	B6	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1060	PLATE 04, B-6, partial specimen	PRE-MDA	1.0	NG-4-42	34891	20.0	700.0	0.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_004_C6	GDNA00000497A	C6	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1081	PLATE 04, C-6, partial specimen	PRE-MDA	1.0	NG-4-43	34891	9.0	284.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_004_D6	GDNA00000497A	D6	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1109	PLATE 04, D-6, partial specimen	PRE-MDA	1.0	NG-4-44	34891	49.0	2923.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_E6	GDNA00000497A	E6	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1152	PLATE 04, E-6, partial specimen	PRE-MDA	2.0	NG-4-45	34891	33.0	1473.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_F6	GDNA00000497A	F6	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1243	PLATE 04, F-6, partial specimen	PRE-MDA	2.0	NG-4-46	34891	57.0	7674.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_G6	GDNA00000497A	G6	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1279	PLATE 04, G-6, partial specimen	PRE-MDA	2.0	NG-4-47	34891	34.0	1055.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_004_H6	GDNA00000497A	H6	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1261	PLATE 04, H-6, partial specimen	PRE-MDA	2.0	NG-4-48	34891	57.0	6602.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_A7	GDNA00000497A	A7	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1024	PLATE 04, A-7, partial specimen	PRE-MDA	1.0	NG-4-49	34891	58.0	7644.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_B7	GDNA00000497A	B7	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1065	PLATE 04, B-7, partial specimen	PRE-MDA	1.0	NG-4-50	34891	60.0	15212.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
OMOL_004_C7	GDNA00000497A	C7	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1090	PLATE 04, C-7, partial specimen	PRE-MDA	1.0	NG-4-51	34891	61.0	31627.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_004_D7	GDNA00000497A	D7	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1133	PLATE 04, D-7, partial specimen	PRE-MDA	1.0	NG-4-52	34891	57.0	5014.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_E7	GDNA00000497A	E7	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1177	PLATE 04, E-7, partial specimen	PRE-MDA	2.0	NG-4-53	34891	60.0	31957.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_F7	GDNA00000497A	F7	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1244	PLATE 04, F-7, partial specimen	PRE-MDA	2.0	NG-4-54	34891	56.0	6567.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_G7	GDNA00000497A	G7	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1280	PLATE 04, G-7, partial specimen	PRE-MDA	2.0	NG-4-55	34891	40.0	2365.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	low_load	Plasmodium_falciparum		239.0
OMOL_004_H7	GDNA00000497A	H7	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1262	PLATE 04, H-7, partial specimen	PRE-MDA	2.0	NG-4-56	34891	60.0	26689.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_A8	GDNA00000497A	A8	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1025	PLATE 04, A-8, partial specimen	PRE-MDA	1.0	NG-4-57	34891	52.0	3986.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_B8	GDNA00000497A	B8	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1066	PLATE 04, B-8, partial specimen	PRE-MDA	1.0	NG-4-58	34891	42.0	1352.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_C8	GDNA00000497A	C8	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1091	PLATE 04, C-8, partial specimen	PRE-MDA	1.0	NG-4-59	34891	58.0	12855.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_D8	GDNA00000497A	D8	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1134	PLATE 04, D-8, partial specimen	PRE-MDA	1.0	NG-4-60	34891	62.0	66655.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_E8	GDNA00000497A	E8	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1178	PLATE 04, E-8, partial specimen	PRE-MDA	2.0	NG-4-61	34891	9.0	457.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_004_F8	GDNA00000497A	F8	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								OLF1245	PLATE 04, F-8, partial specimen	PRE-MDA	2.0	NG-4-62	34891	60.0	7947.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	low_load	Plasmodium_falciparum		259.0
OMOL_004_G8	GDNA00000497A	G8	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1281	PLATE 04, G-8, partial specimen	PRE-MDA	2.0	NG-4-63	34891	54.0	4368.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_H8	GDNA00000497A	H8	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1263	PLATE 04, H-8, partial specimen	PRE-MDA	2.0	NG-4-64	34891	60.0	7059.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_004_A9	GDNA00000497A	A9	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								OLF1028	PLATE 04, A-9, partial specimen	PRE-MDA	1.0	NG-4-65	34891	41.0	2038.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_B9	GDNA00000497A	B9	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1067	PLATE 04, B-9, partial specimen	PRE-MDA	1.0	NG-4-66	34891	60.0	13269.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_C9	GDNA00000497A	C9	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1092	PLATE 04, C-9, partial specimen	PRE-MDA	1.0	NG-4-67	34891	56.0	4489.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_D9	GDNA00000497A	D9	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1135	PLATE 04, D-9, partial specimen	PRE-MDA	1.0	NG-4-68	34891	61.0	26576.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_E9	GDNA00000497A	E9	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1179	PLATE 04, E-9, partial specimen	PRE-MDA	2.0	NG-4-69	34891	62.0	33243.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_004_F9	GDNA00000497A	F9	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1246	PLATE 04, F-9, partial specimen	PRE-MDA	2.0	NG-4-70	34891	29.0	855.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_G9	GDNA00000497A	G9	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1282	PLATE 04, G-9, partial specimen	PRE-MDA	2.0	NG-4-71	34891	61.0	39679.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
OMOL_004_H9	GDNA00000497A	H9	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1264	PLATE 04, H-9, partial specimen	PRE-MDA	2.0	NG-4-72	34891	14.0	283.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_A10	GDNA00000497A	A10	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								OLF1029	PLATE 04, A-10, partial specimen	PRE-MDA	1.0	NG-4-73	34891	10.0	202.0	0.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
OMOL_004_B10	GDNA00000497A	B10	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1068	PLATE 04, B-10, partial specimen	PRE-MDA	1.0	NG-4-74	34891	39.0	1182.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_C10	GDNA00000497A	C10	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1098	PLATE 04, C-10, partial specimen	PRE-MDA	1.0	NG-4-75	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_004_D10	GDNA00000497A	D10	NONE	WHOLE_ORGANISM	2018-08-14	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			CDC_LIGHT_TRAP	OUTDOORS		Silica gel	N								OLF1307	PLATE 04, D-10, partial specimen	PRE-MDA	1.0	NG-4-76	34891	22.0	753.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_E10	GDNA00000497A	E10	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								OLF1224	PLATE 04, E-10, partial specimen	PRE-MDA	2.0	NG-4-77	34891	21.0	438.0	0.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_004_F10	GDNA00000497A	F10	NONE	WHOLE_ORGANISM	2018-08-15	Nigeria	Nigeria | Ogun | Odeda | Olofin	7.41953	3.64043		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								OLF1247	PLATE 04, F-10, partial specimen	PRE-MDA	2.0	NG-4-78	34891	59.0	5370.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
